id	type	organization
org_0LI8AdXVY5xZs3aLQlm9	3	Emiates Telecommunications Corporation
org_0LK0XL7mJYwSYIn4a05H	2	Medical Implant Testing Lab, Inc.
org_0LKHu4M2AH7GeS2jNbjn	3	Sandvine Incorporated ULC
org_0lLjgroCgjBjHLWC32uv	2	Signature Hardware, LLC
org_0LlTFho3Wv2j54ubjtBa	3	AJOU UNIVERSITY INDUSTRY—ACADEMIC COOPERATION FOUNDATION
org_0lMZlVtbOXDtTvGUwCiK	2	Inbone Technologies, Inc.
org_0lotx2mZC1Lsso3DQvei	3	ETORO GROUP LTD
org_0LpavpkIcZWqppGGgeur	3	Sugan Co., Ltd.
org_0LrTUqYwOKCUCUN0fDEo	2	HAMMERHEAD INDUSTRIES, INC.
org_0lsk3OG9fMmybkYWlBeW	2	Senomyx, Inc.
org_0LSOrMMO1bK80MflEitT	3	Fuji Jukogyo Kabushiki Kaisha Toshiba Corporation
org_0LsWnBvGq75UrCHXuyEg	3	Vaderstad-Verken AB
org_0Lt1kBeSmgHrUqCAmSpt	3	Naturewise Biotech & Medicals Corporation
org_0lToRLkmjb3KS7Zkme0G	3	Institute of Organic Chemistry and Biochemistry of the Academy of
org_0LtY3I3k7Yyh0fy6jHhQ	2	Porous Media Corporation
org_0lUBS8EmUaIS1wZttRAc	2	Avnet, Inc.
org_0lUF4wsWGhhkEQPOuS9D	3	Innovaplant Zierpflanzen GmbH & Co. KG
org_0Lv8Ms4wACW3aprDECJg	3	5th Tier Limited
org_0Lvc4YavGpAcnZyhRjeu	2	Gem Global Technology Operations LLC
org_0LXjFtKYazHQa9UJOpMk	2	International IP Holdings LLC
org_0lXqpB3DaaQ7vqz1qTOM	2	T&CO Energy Services, Inc.
org_0ly5mUmJK9Zg2NrTLQRm	3	Vemus Endüstriyel Elektronik Sanayi ve Ticaret Limited Şirketi
org_0LyQ6jacE7WKryHnQFM5	3	Offshore Solutions B.V.
org_0LzI7bVISQKkFNvyyAD6	2	Gene Tools, LLC
org_0m9jA6u5yy1Cihq8Ssfj	2	Intersection Medical, Inc.
org_0MbPZIFk42cPUe1388BN	3	Khorionyx
org_0MdIFv91kMl5vvx5Yc2g	3	Kyowa Industrial Co., Ltd.
org_0MEc1CBIiHoHM9Ie7pZq	3	Oxford RF Sensors Limited
org_0MHqe3MJ7GmKUv7nrwdn	3	ON Semiconductor Trading, Ltd.
org_0mSaFTJgv0ZOmJgJnZWs	3	Bruni Glass S.p.A.
org_0mttJXzxCePdqCEdGs9f	3	Lurgi Zimmer GmbH
org_0mvnvSxtvDKiB5rEKrwl	3	Superazufre S.A.
org_0MWHGNX9IFAaK9ESwfxp	3	Instytut Chemi Organicznej Pan
org_0MWxEiDwmKSbno9D4oMa	3	CH Biotech R&D Co., Ltd.
org_0MWyZw8lUBCtUBJeISyB	2	Metrodigi, Inc.
org_0mzr4m7lptXwapnVALnU	3	curasan AG
org_0n0dLNKkXx48XsphWKg0	3	Eufina AG
org_0NaPcu8pl3TjpcZDdH6U	3	KYOKUTOH CO., LTD.
org_0NDptm811rzHnvMNOpIM	2	Forever Bulb, LLC
org_0nex9iGqohcSQ59AJkgr	2	KTOS Apparel, LLC
org_0NF3KURxywq6HmMPVe3C	2	Matbock, LLC
org_0nF7osmmUBXu4bPPGJlM	2	Emerging Acquisitions, LLC
org_0nfTWfoHhywgcupTGg4H	3	Forbidden Technologies PLC
org_0nhS51zfhYk59oDnI1Gv	2	Etex Corporation
org_0Nig3Rh06oatgM6aojVl	3	Chiun Mai Communication Systems, Inc.
org_0NK13MF91didOe6d7b3Z	3	Bauer Spezialtiefbau GmbH
org_0nLQjiGD566dMjyKRxzY	2	Quantarium, LLC
org_0NNvAo8cW4js1yj1tJdS	2	Ehrmann USA Holding, Inc.
org_0NOHMgDeE80YbCom6CZm	2	Store Financial Services, LLC
org_0nPUQ3mjavF2KVr3qiS7	2	Diagnostic Hybrids, Inc.
org_0NQuLujM52doblnWNNgA	3	Bureau Francais d'Ingenierie
org_0nrsGgluLhM06n0Dd7lr	2	SMARTPOOL LLC
org_0nsdsEksgQwLyvnBXkoZ	3	Amiteq Co., Ltd.
org_0ntGLDy162ZrhgUOdCCf	3	Bull S.A.
org_0ntnKnXv62YuIkC4OFAW	2	Cera Therapeutics, Inc.
org_0nu6EmUrzt561wRa0PtE	2	Diebold, Incorporated
org_0nyEHLn0I2JUDqSYvuew	3	Neuravi Limited
org_0NYxY3u4egwNwwfMJEDc	2	CBS Interactive Inc.
org_0o2PuU8KiZOF5VsZ6ECI	3	Fraunhofer Gesellschaft zúr Förderung der Angewandten Forschung e.V.
org_0O4QEoTNdmIoizKi5bY9	3	Information and Communications University Research and Industrial Cooperation Group
org_0O5bzdCaG4i3qqByLnEm	2	Daca Design LLC
org_0o5FIjbSRFMIyVqhlcXH	2	LiquidPixels, Inc.
org_0o8hCbigDssAMoitmL0Y	2	Converge Biotech Inc.
org_0O9xXJdiADNlgqRatpMp	2	Vermont Slate & Copper Services, Inc.
org_0oDRQbbOzA3macaIxVey	2	FEDERAL LAW ENFORCEMENT DEVELOPMENT SERVICES, INC.
org_0Oe7BcjfJbOQ3t31cgTC	2	DXV Water Technologies, LLC
org_0OGOpkA3Qdkl3Jyh6859	3	Aktieselskabet AF
org_0OLp3NauIQObDT9C0Sjw	2	West Services, Inc.
org_0ONeOqpyLCkhXGSGBNpA	3	Nixon Security System Limited
org_0Op6NNALvYJqVM3KERAJ	2	Ancra International LLC
org_0ORugBGHFWfpdFcGgeD6	2	Sittin-Safe, LLC
org_0OtWSt0NS1Bllng7Mkgw	2	NYKO Technologies, Inc.
org_0OTzlRVxLD6qXFFomtoR	2	Spinella IP Holdings, Inc.
org_0owXM9oZCIYqT62M3yKU	2	QARDIO, INC.
org_0OXJxj0gsaC22u1mLqIq	3	Avision Inc.
org_0P86VjbKPShyNVAtkYwa	2	Bongiovi Acoustics LLC
org_0PbMjMey74zYcfPq98K2	3	Wildmann Maschinen E.K.
org_0pD2IJSm7u7gGRuNXLa4	3	Koninklijke Fabriek Inventum B.V.
org_0pDZlmiSJEttiz6WAc7D	3	RB Pharmaceuticals Limited
org_0Phd1AHZrqntSsfGvQHf	3	Axetis AG
org_0PHs1haxoFSQ6qovYUuC	3	AT & S Austria Technologies & Systemtechnik Aktiengesellschaft
org_0PkFZKdQHTAHTHY5A9hz	3	Hunter Douglas Industries BV
org_0pl241FROgDT0C6z6sjh	2	Ball Horticultural Company
org_0PlDetMX81ApM3yqFvmq	3	Speech Design Gesellschaft fur Elektronische Sprachverarbeitung mbH
org_0pLuLEupcygqtop9za4W	2	Pulmonari, LLC
org_0PMOEi7RkwVmhRBs2WaM	2	SWCE
org_0PMwcxNtbNA1UdQUXP1E	2	Control Medical Technology, LLC
org_0pp5a2KnEYEpoint81BN	3	GS Development AB
org_0pqEfiYHEsVdhqoNartY	2	GH Care, Inc.
org_0psiGZbB5Lx8oEnC303m	2	Bravo Company MFG, Inc.
org_0puDnar5iavSyLaqJO92	2	Ensyn Renewables, Inc.
org_0PV6jIMBoStAwn6xntgJ	3	On Track Innovations Ltd.
org_0PvGzBnle3Abqf6icgRZ	3	Nadiro A/S
org_0PwjgoGNndN0DbmCBSD9	2	Parentsware, LLC
org_0PXOh1aMhsL6ps1VXhY4	3	Guizhou Redstar Developing Co., Ltd.
org_0PYL3ggUsTWqKlJlAd52	2	Cancer Genetics, Inc.
org_0pZBnrzhmCh7EDnKYCv3	3	Memometal Technologies
org_0pzm5SqHzliaWuxtj5MW	3	ADAPTIMMUNE LIMITED
org_0Q0a8dQScBPbmYg9MIsD	2	PulsePopuli, LLC
org_0q0uy8zpkIGhSIFbNc3K	2	BIOLYPH, L.L.C.
org_0q1Y3ltzbA0nOalvsxzM	2	Texpak, Inc.
org_0Q8FhFih0ouQb3IuxGsl	3	Genesis Global Limited
org_0qAeGEOte6KWUbTvhHxc	3	Cosmo Technologies Limited
org_0qG47IkRHmmEKtHSoJvm	2	GPX Holding, LLC
org_0QGmXnW7OEzzMzDA3xdx	2	Aardvark Medical, Inc.
org_0QH3v636CsLD1XLkg7O4	2	Shire LLC
org_0QIRV9j9gXM8HAnGyNiZ	2	Banyan Licensing L.L.C.
org_0qjWPmUP9bIqQDB0RuC3	3	Activaero GmbH Research & Development
org_0qm5ssgriN92P3O2ACvK	2	Shi-Apd Cryogenics, Inc.
org_0QmmaF3CrK9KGQtrHrva	3	Bio Science Co., Ltd.
org_0QOBiDmF81ku9HtJS4el	3	Chi Mei EI Corporation
org_0QodwCiVeccPnzxgGaPp	3	Aesculap Suhl GmbH
org_0qq41jBjXxVB6ZNbxAr4	2	NopSec Inc.
org_0QqE2cBHJ2bGfu9xGpOs	3	R2Soft Co., Ltd.
org_0qsopJnH01qIJMkkGuSK	3	Nanjing Agricultural University
org_0qtnLta7rIpuBX9lOZIt	3	Universitaet Duisburg-Essen
org_0QTq1XezqfuBFlFk2jyP	3	Hire Technicians Group, Ltd.
org_0qV6yi9wXsWeg6Wiysma	3	RFIDEAL
org_0qWCRRkMc9E8P5duKpgX	2	SMS Concast Inc.
org_0QXkmjcLuuu8R92pvuk1	2	Caterpillar Global Mining Highwall Miners LLC
org_0r6mqwuXKPnDdrSy6nEn	2	Hale Biopharma Ventures, LLC
org_0R6TYA9lDsRUSvWD555U	2	Kolcraft Enterprises, Inc.
org_0rAb7zIqDOYrdSMrz6Zd	3	The Toronto-Dominion Bank
org_0RBerFTPjTeJudPyQ18F	2	Biomet Spine, LLC
org_0rC5Dx48fO9C68uNfjQr	2	HSB Solomon Associates, LLC
org_0RDQlFfoLTlIaHllyL00	3	NeoPhotonics Semiconductor Godo Kaisha
org_0RDX1g3wwYPZTT9urruI	2	PLEIADES PUBLISHING LIMITED
org_0Re8N9ABwrmLLEk7pryP	3	2266170 ONTARIO INC.
org_0Reyng5kBFE0oBNM57Xn	3	Zhen Ding Technology Co., Ltd.
org_0rh7rLhY8gVyjL9bIK94	2	Stewart Filmscreen Corporation
org_0Rl11M02jbQNOzNE2pl1	3	Australian Performance Development Pty Ltd
org_0RljEf1Jcx2EEwxSEsJ3	2	CellEra, Inc.
org_0RlZuYjEZP2Rpljv6Pw3	3	Wings Product Workshop Limited
org_0RN4SZ42pShvOAxrIJND	2	Vehicle Enhancement Labs
org_0rN6K8uSO5iqmOeaCi2C	3	Lightway S.R.O.
org_0RNtDvcFOCkJUaEDr9pZ	3	Dakota Supplies, Inc.
org_0RONFrmN74U62YjWW7Ko	3	Menicon Co., Ltd.
org_0rpity6KMGI2QXNsimUH	3	Chiaro Technology Ltd.
org_0rTfoUFOl2Lrtq6ZV4MP	3	Smoove
org_0rU8NOzX8Wx4quT9VaJf	3	Foseco International Limited
org_0RVvdWyJoavSWclYloK2	2	Full Circle Enterprises, LLC
org_0rx9tA2Mt81B89r2cx85	3	PUREPHARM INC.
org_0RxEJBGFzNHshdvcTDWP	3	Takata-Petri AG
org_0S4coXAE9IZHe0ly0e29	2	Riverside Research Institute
org_0SAJxFjagF6jFrewOJgJ	2	Proto Labs, Inc.
org_0SbA7zyYratk6q4W129w	3	IMO Holding GmbH
org_0sBbzPmc3LQYg2NAHewi	2	Aseptia, Inc.
org_0sG5re6jwMx0w3vNXMCC	2	ThinkAtomic, Inc.
org_0ShgwgW102jWNG85vdSX	3	Samya Technology Co., Ltd.
org_0si8E0iKN1QgmIPMMDAU	3	FULL SPECTRUM LABORATORIES LIMITED
org_0SIMzTs6VX3gzsn8v1HK	2	C.R. Laurence Company, Inc.
org_0Sj4E2IdgmQlH1Q1fdzr	2	NatureWorks LLC
org_0SjHEEVZ3zCbNMnALDA1	3	Tritonics-Technologies Ltd
org_0SJiyjh2P9Vekx3cKT7w	3	Oxford Instruments PLC
org_0SjKgREOOyNEHHf9dKXK	3	The Sporting Exchange Ltd.
org_0SkaYkADhCqRZAYxkYTx	2	Rig Mats of America, Inc.
org_0sKBHVnGOD8nM4joSB8j	2	PNI Sensor Corporation
org_0sKTXAAACt5sRiWjHs8O	3	BP Oil International Limited
org_0SLZpVtj3vjGYOUlCxKK	2	Line 6, Inc.
org_0SMZzoFLqN13S2mSVIox	3	Dong-A Flexible Metal Tubes Co., Ltd.
org_0SNbIiImG1sCtWlnYzAQ	3	Tafco Metawireless, S.L.
org_0SPcbRWg4R0k0ENDE2ko	3	Spire Payments Holdings S.a.r.l.
org_0SPGOIGEpB27WqHndlqP	2	Plastic Ingenuity, Inc.
org_0SPXUznYre6pXWAnSJkO	3	Research and Breeding Institute of Pomology Holovousy, Ltd.
org_0SToBULQisflvr3uN40q	3	Schmidt-Kupplung GmbH
org_0SUCVFaHjeCPwZFWuevV	2	Penny Trail Express, Inc.
org_0svv5i4DxzPeNt5EfrYq	3	Androsystems S.R.L.
org_0SZaBv6WaSSpjNSFoZRX	2	Brookstone Purchasing, Inc.
org_0t1buUGbg7b3piKC6Hsw	2	Magnemotion, Inc.
org_0T2RzZU7M8tczAc3shlE	2	Cut2It, Inc.
org_0T446zOlC8qA2S6WliPP	2	Elkhart Brass Manufacturing Company, Inc.
org_0T6GbxQ2ZYu6TOdt3gCS	3	Suzlon Energy GmbH
org_0t7GZh8dN2dJgK1b6QIg	3	NEWTREE CO., LTD.
org_0tATvBzMd6u3eIgiAfj0	3	KYOSAN ELECTRIC MFG. CO., LTD.
org_0tb5XVwPGUTGShXpu0No	3	Optware Corporation
org_0TbHvrIpf3offXAbtBdN	3	Triple Cores Korea
org_0TBzzfOay48I6Y0QJUMU	2	Hutzler Manufacturing Co., Inc.
org_0Tcc8ay1RhUhKaAGJc3g	2	Spineology, Inc.
org_0TcZODI4QDjYBgecaisw	3	Compal Electronics, Inc.
org_0tCzYfSnV9k02M9guDfj	2	Alternamedics LLC
org_0TfrwE6LlIb2ECYgFtha	3	Skanska Kommersiell Utveckling Norden AB
org_0tIrmi204ByE05OXmBeM	3	Green Science Laboratory Inc.
org_0TkbUEwdya1Ewym8nyOx	2	McKesson Information Solutions LLC
org_0TliX2bJg7g9yF10JIfq	3	HITACHI KOKUSAI ELECTRIC INC.
org_0TlPXJQIi35J8uwlUWBB	3	Bernd Mueller-Beckmann
org_0TRBtZzM1C2HjRfZpSrX	3	SINTAI OPTICAL (SHENZHEN) CO., LTD.
org_0tuPVc9qFQ1tVQVyB5Mr	2	CALIXA THERAPEUTICS, INC.
org_0TUYu9xDgKTkLYOvRKeL	3	Mervento Oy
org_0TywgQl4oeFMn3ddbdBl	3	IMPUL'S Zakrytoe akcionernoe obshchestvo
org_0u01pr9h0Qqy4yonAuBQ	3	Essilor International
org_0U2DRklCBzZvP3hygiLS	3	Oridao
org_0u2Mmc4CJj32MdZokhR2	2	Anki, Inc.
org_0u4dPhkIzhmlrYoyGoiA	3	Caffitaly System S.p.A.
org_0u4JuUpUIPaYo1xMmdJR	2	Intellectual Ventures Fund 30, LLC
org_0U8ejGeZD168gEtweV7j	2	Engate Technology Corporation
org_0UA6w8Obh8edzJ9o84Bm	3	Modelabs Group
org_0ub1JkvU6qVQNXoBA294	3	Wohlhaupter GmbH
org_0UbZqcXP3qsTMKv0ybCS	2	TrovaGene, Inc.
org_0uCuSUKZLKEqLggoV761	2	Raed M. Ali, M.D., Inc.
org_0uD1xAh3Yi7VNj7FSNuY	3	Magneti Marelli S.p.A.
org_0uDlL10aOSCGmnInZbhM	2	Creative Innovations, Inc.
org_0ueFKBXpDsgz8ZGJ333w	2	Laurent Frederick Sidon
org_0uex6i1QgkYjXVzH5EOU	2	Joseph Company International, Inc.
org_0ugBC9Iny7c8r7iEvNKf	3	Ideazzan Company, Inc.
org_0uGg6NsjDZIzPy2TYGWL	2	Zenon Technology Partnership
org_0uGJLfnWMJiudV6ip9Gf	2	Verizon Laboratories Inc.
org_0UJdTTZDQibNUT60JDl0	3	GLW SA
org_0Uk9Fb9svjJmdIi36Xel	2	Silver State Intellectual Technologies, Inc.
org_0uKZYKCKUPpGxAj02akR	3	Scentec Inc.
org_0umBDBZDN967tnHJCcUQ	3	ICE Edge Business Solutions, Ltd.
org_0UNYTwhJqJoew9NDj9YG	3	St. Jude Medical AB
org_0uOUbqZjmavxHdcEmTZa	3	Zhongshan Fantasy Model Design Co., Ltd.
org_0UpZcuSSawE2xeKqn9Lq	2	Dill Air Controls Products, LLC
org_0UQZcZLjOZSylXfwBhsF	2	Siemens Water Technologies Corp.
org_0URuTmW6xb6nQ1KwnxwL	2	Knowledge Dynamics, Inc.
org_0utAeugdPc5IOlZ9wD6c	3	Rubycon Corporation
org_0uTCtyKRLv8mkudPehzB	3	Magnuss Ltd.
org_0UTx05nREX9Sr3gLPsxt	3	Hammer Electric Power Tools Co., Ltd.
org_0Uu7jnASAcBiZZtKBpR1	3	Atos Medical AB
org_0uvF97CsamrWkZIiYnPP	3	Tymatic Limited
org_0uxp3JlaDdnmCtjr0aQM	2	PERIMETER TECHNOLOGIES, INC.
org_0v1ErtTiZ9TA7Nud0UfV	3	Giatec Scientific Inc.
org_0v3lezLZQ8thoFAoEvsm	2	Central City Concern
org_0V5BRFUMGVCpJSswGJLj	2	Advantage Creation Enterprise LLC
org_0vaGr5XxhrCYPrkXhOdr	2	Lanx, Inc.
org_0VarJSYr7ano4pHs6BmO	2	Deluxe 3D LLC
org_0VB0QHJ6R7tahJ6ayM5P	2	Fusion-Io, Inc.
org_0Vcv7w7ws1NdENPQTyKG	2	City Labs, Inc.
org_0vFpCmYFtfqZac4mDKGz	2	Promentis Pharmaceuticals, Inc.
org_0vjJFUnUAssCBa0ofx88	2	Myriant Corporation
org_0VLIJMgSNTMtplerQe0N	2	SiteSpect, Inc.
org_0vMEqlbgBrrNGainPe1N	2	Terex South Dakota, Inc.
org_0VnGdhFtFKzDCcOhfM6H	2	Technical Directions, Inc.
org_0vO0t3BSxolPwjnYpJIz	2	GYCO, Inc.
org_0vPAmU1cvBiof9qZxP2x	2	Innovalight, Inc.
org_0VrPAsSjafnVUj2V2Zhl	3	Metzeler Automotive Profile Systems GmbH
org_0Vsz7nJzdCYdPMmZKAFY	3	B&M Optics Co., Ltd.
org_0vTbr7GlvlQ5qZCPTz6H	2	Odyne Systems, LLC
org_0vUG1XSoQ7BMlUMc3SAq	3	Theryte Limited
org_0vVrehBJiRgaewiIzLAh	3	Tokiwa Co., Ltd.
org_0VxLqSyzJol47nJPCMNV	3	Osseofon AB
org_0VXZd6hoaIqiTIaUJ3Hk	3	Sing Bee Enterprise Co., Ltd.
org_0vyUZwPZ0wze4ShRYKaL	3	GFE Metalle Unf Materialien GmbH
org_0Vz7S6G6pd3QTAIJQm85	2	SELIG SEALING PRODUCTS, INC.
org_0vzhtRcr8l85I20kCaPW	2	GLOBAL GREEN PRODUCTS LLC
org_0w5GUmKnUzyIlkGeAUMI	2	Pioneer Pet Products, LLC
org_0W9s4OlQwR7ty0PhPcJl	2	Raycast Systems, Inc.
org_0wAeNec20Ws5ddU2Tr19	2	XW LLC
org_0WaTh3vvDYN8Ly74PUYl	3	HYGLOS INVEST GMBH
org_0wdZjyDC5c3qhFYfsIp1	3	Lawo AG
org_0We3McvgsFqZSTRjr7a4	3	Max-Planck-Gesellschaft Zur Forderung Der Wissenschaften E.V.
org_0Wf7oxZnNqHZNpfx6PII	3	Probi AB
org_0WGT9nPYO3Jm7cGiH7HJ	2	Radar Corporation
org_0wiJLMDAguqYhpfOMGXt	3	Parker Hannifin Industria E Comercio Ltda.
org_0wiMzb9pVzO9fLqz7WJ8	2	I.Am.Symbolic, LLC
org_0wjwEC4rgrvN8pJxgUtR	3	I CHIH SHIVAN ENTERPRISE CO., LTD.
org_0WkfW6KMKBzavvZqYVGD	2	Column & Post, Inc.
org_0wKGu4fLGywS4Feoi2E7	3	Siemens Medical Instruments Pte. Ltd.
org_0wkNKyTnWVYgCbKKpdWc	2	SiPhoton Inc.
org_0wMhOu96RLNB1xxrQJBE	3	King Chou Marine Technology Co., Ltd.
org_0wMi9PCxlaWIWuJIY9Zo	2	Abo Enterprises, LLC
org_0WMKVMZuv555ETWJioUl	2	Sephra L.P.
org_0wndmQfxujaym0cPB3ER	3	Rhodia UK Limited
org_0wNyqLe0VjK8b1vF45qQ	3	Taisho Pharmaceutical Co., Ltd. 
org_0wOR1ykn9E9lZTwGPzjU	2	Higgs Opl. Capital LLC
org_0wt9b6X3dmnGWcmqq7eI	3	Mauser-Werke GmbH
org_0WVsXAwk3zu9ewwzzO1M	3	Polygene Ltd.
org_0WyTXwmmRXUlFAgI0kWd	3	Biocopea Limited
org_0X00oQVMNywmPKGYfEv9	3	Dong Yang C.M.I. Co., Ltd.
org_0X19gORCDeZV6exhTc6b	3	4D-S Pty Ltd.
org_0X24o2KdjYAi4CrC3iNa	2	Modena Enterprises, LLC
org_0X5Q5kRElvIp8YVFBXSq	2	P2D, Inc.
org_0X6rj7WX5IrtNxASEKpe	2	SAIFE, INC.
org_0X72Uiix952xGWpE0oK0	2	Conner Investments, LLC
org_0X7UKP2PyGUpn4B7eEzc	3	SANYO Semiconductor Co., Ltd.
org_0X9JTw5F3qLrT8xRDDmV	2	Eddie Bauer LLC
org_0X9yAjYfT0iZMzYVy4Ir	2	Anchor Hill Communications, LLC
org_0xDJ2WPjUjLgnEj54uVL	2	Drobo, Inc.
org_0xE0iJ2zwYLXhngodDyo	3	Wafly Ltd.
org_0xenup2N9wMv7Yly9Thc	2	Mikro Systems, Inc.
org_0XFrgZwVQN4UUS4zEIhC	2	AetherPal Inc.
org_0Xg8JNjeCJbwgWeiPVkW	3	Daejin DSP Co., Ltd.
org_0xgdHmvMjIvLRVyMHYS1	2	Shakespeare Company
org_0XgUaQj7iHYju7Fk0Zs6	3	Alfred-Wegener-Institut Helmholtz-Zentrum fuer Polar-und Meeresforschung
org_0XhUAZXWGnfd8SjGjHsl	3	Pronova AB
org_0xJ5vHpEEGguhIdnzzwX	2	Advanced Custom Engineered Systems & Equipment Co.
org_0XkmMh1LqH4dE6Wmd30m	3	China Aluminum International Engineering Corporation Limited
org_0XM0M10i0E2x4dCH6Njk	2	HH Spinal LLC
org_0XNML2AuOex46pXTYivb	3	Cray HK Limited
org_0xntlNGoEZqNbYVCRj7i	2	BarSix, LLC
org_0XPqf4o5IbDLnJPNbuet	2	IMS Software Services Ltd.
org_0XqbElt3Rskr40oiPKNj	3	Marc + Muff Pty Ltd.
org_0xrWUjU8gDOZf5YOYxYZ	2	Intellectual Reserve, Inc.
org_0xUIL0lT9n0Uz3yZqnQD	2	The Challenge Printing Company
org_0xy2j7CqYOMUI3rML10Q	3	Geo Technical Laboratory Co., Ltd.
org_0Y1RkbHsLLHvjBQgVnn9	3	Phil and Teds Design Limited
org_0Y5icYPPkJqdFADx9nYc	2	Primet Precision Materials, Inc.
org_0Y9A8DDacQvEYQPVgh6E	2	The Tiffen Company LLC
org_0Y9XeTIGRj1Rkz8LMlY2	3	Montauk LLP
org_0YE37XMaJ3WWBAnsjnKM	3	Universiti Malaya
org_0yFpTMhacbzUW0jDoDgJ	2	WORLD ENERGY SYSTEMS INCORPORATED
org_0yG5Hvt1pM3JKGWC8K6h	2	Silver Bullet Therapeutics, Inc.
org_0YHLEXDPKrU5ZveqlwIz	3	SPIEGELBERG GMBH & CO. KG
org_0YId9h5zTaf1V3F1tW0J	3	Highland Biosciences Limited
org_0yJmTCfuMjhq5HekJ8ls	2	REMEDI TECHNOLOGY HOLDINGS, LLC
org_0Yk7vQriPkGbMtggVWLf	2	Shoreline Toys, Inc.
org_0ylCLkUr2wPR7V2oY2X6	2	Qualys, Inc.
org_0yMXga9GFGFxw3PFWklc	2	PeptiMed, Inc.
org_0Yqj2oYuVOSSsM18qj4s	3	N.V. Nutricia
org_0YsDgjVflLEgar13OYzh	3	Rusk Intellecutal Reserve AG
org_0YSK7LVpBmG7ueMCD2vZ	3	Nutriquine N.V.
org_0yvIqOsMMLMJyroARtqV	2	A. Zahner Company
org_0YXRSSbXZpicqEOfUIwE	3	ASCOM (Sweden) AB
org_0yYKcE5TJ9OfsQVew64o	3	Koelis
org_0yZ9olXrdhj6kcXaEScn	3	CTC ANALYTICS AG
org_0z6j1JCltwsCZfsuNTbQ	2	Boston Biomedical, Inc.
org_0Z6mB6DGX7VZgjXAxzZc	3	UBright Optronics Corporation
org_0z7j9WSe0ddsqozprF8c	3	Spectro Analytical Instruments GmbH
org_0Z8uAqoSCX0V45Q4iViF	3	Sistemi Sospensioni S.p.A.
org_0ZaoWPcAX1N7Lnhdn6vP	3	Senvex Co., Ltd.
org_0ZFHRFxlxc8xRa29vWlx	2	Thrival Tech, LLC
org_0ZHBewL75OWesn9KDEY0	2	Goodman Global, Inc.
org_0ZLKD8oVEk3VzTDNZHjL	3	Hasegawa Corporation
org_0zLx4XVphJLWFfmYSmIJ	3	ELKAMET KUNSTSOFFTECHNIK GMBH
org_0zMdBtCYxdFNOC7z95ri	2	Optellios, Inc.
org_0zn0RvcCDLpJ6F54SDUz	3	Gilheany & O'Donovan Holdings Pty
org_0ZpLtktSwGAQtGYLynxL	3	KEYLEX CORPORATION
org_0ZPvDtXIEulhMIjZdjzw	2	Angel Secure Networks, Inc.
org_0ztz6QjfUTZoJuzUZ01H	2	Yamaha Motor Manufacturing Corporation of America
org_0zvaTKMCbTHZVWi68PdO	2	Adak Adventure Trailers, LLC.
org_0zxexc9hMQ1FyR8w5M3r	3	Gessi S.p.A.
org_0ZZFqq4M6uNsnq4vE4tU	2	Optex Systems, Inc.
org_0zzr4twSbRNvzPg2IbmP	3	VATECH Co., Ltd.
org_107X2prJ5bF206LVNPYx	3	WMF Wuerttembergische Metallwarenfabrik AG
org_10Ah4XGnFeHvjkejnXmU	2	Appurify, Inc.
org_10cgd6Vt0N9pHbInScqM	3	EOS GmbH Electro Optical Systems
org_10ENSElXvU43yRY9QrEj	2	Calient Technologies, Inc.
org_10Iu3RfkRl0ynkU1Dqsb	3	ELECTRONIC AND TELECOMMUNICATIONS RESEARCH INSTITUTE
org_10jEtIe8nqkgwYTiotCF	3	Baultar I.D. Inc.
org_10krOHYqOP42oQ9P1jB5	2	Professional Compounding Centers of America
org_10lIg705p55rY4Vn2oah	3	Instituto Potosino de Investigación Cientifica y Tecnológica A.C.
org_10mApa5mrR1r2bRZEnIh	2	Never Summer Industries, Inc.
org_10miEkCsJQGmeMd4IMAU	3	AMO GRONINGEN B.V.
org_10Q3BtAORbeBcGJx4xIB	2	Becher-Schmidt USA
org_10qWmqW3mHqVlAQfNMUT	3	SHENZHEN AETERTEK TECHNOLOGY CO., LTD.
org_10snY0Z590SNMPMtMfnW	2	IQLP, LLC
org_10X2xgg0nqs8PTuWe8Im	2	StemSynergy Therapeutics, Inc.
org_10yshKRBVi0FNIRmIMFy	3	PATEK PHILIPPE SA GENEVE
org_10yt2XEK67fExwsGf9fo	3	Lexi Corporation, Ltd.
org_10zLvyco7oxc9eOQYBJF	3	SHENZHEN VOXTECH CO., LTD.
org_110ntZhTwvGmk90B5xrU	3	Uddeholm Tooling Aktiebolag
org_113Hmk8hUwXFP6qh4nzo	3	3A Composites GmbH
org_113J1I2zVcoao4ssxNCV	2	Bill Me Later, Inc.
org_11aegUFwTefOx8XYopHW	2	Voispot, LLC
org_11fF8BM2buGuOKKkcKUg	3	Vaccine Technology Limited
org_11Ff9r9piX5IqlVpJCv2	3	Muehlbauer AG
org_11Fv8mlyQJSXIhRTvoXf	2	Arizona Board of Regents
org_11J85tLPNr4t6zwF5fdH	3	NAWA HEILMITTEL GMBH
org_11pgebK24cZCvMLEERdp	3	Meiko Electronics Co., Ltd.
org_11tGzop12d8yFpmJMQ7t	2	TSR Associates
org_11uxlTIvjPldN7rCTE37	3	Arineta Ltd.
org_11XPDuIl0L9psIZfXTVX	2	SP Industries Holdings, Inc.
org_11zov7YT4iCpfc5E2voQ	3	SANEF
